word,frequency
Interpunctie,0.13225473047847056
Voorzetsel,0.11099681600822264
Zelfstandig naamwoord,0.164811204777721
Eigennaam,0.06831631256408564
Bijwoord,0.05814159407151143
Voornaamwoord en lidwoord,0.17446796438496248
Werkwoord,0.13558790264343612
Voegwoord,0.03974423761267504
Bijvoeglijk naamwoord,0.064029399959772
Overig,0.02365532089697244
Telwoord,0.024925175104682416
Tussenwerpsel,0.0030693414974882504
